회의록구분,대수,회의구분,위원회,회수,피감사기관,회의일자,발언자,발언순번,발언내용,기관구분
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,위원장 장인홍,11,여명 위원님.,위원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,여명 위원,12,여명입니다. 권순선 위원님과 같은 자료 요구하겠습니다.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,위원장 장인홍,13,"장상기 위원님, 그 다음에 양민규 위원님 하시면 되겠습니다.",위원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,장상기 위원,14,"혁신교육지구 지금까지 예산 들어갔던 각 구별 현황하고요, 학생안전 매뉴얼 올해 10월까지 만든다고 했는데 그 매뉴얼 좀 주시기 바랍니다.",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,양민규 위원,15,양민규 위원입니다. 상도유치원 그 이후의 진척상황과 관련된 자료 좀 부탁드리겠습니다.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,위원장 장인홍,16,채유미 위원님.,위원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,채유미 위원,17,돌봄전담사 직무분석이 올 초에 완료되었다고 들었는데요 직무분석결과 자료 부탁드립니다.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,위원장 장인홍,18,추가자료 요구하실 위원님 더 안 계십니까? 그러면 질의순서는 김경 부위원장님부터 질의하도록 하겠습니다. 김경 부위원장님 질의해 주시기 바랍니다.,위원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,김경 위원,19,"오늘 날씨 청명하고 맑아서 더욱더 좋습니다. 반갑습니다. 교육감님 얼마 전에 교육비전에 대해서 말씀해 주셔가지고 듣는 기회가 있었는데, 거기서 보면 ‘혁신교육을 넘어 혁신미래교육으로’라는 슬로건 마음에 들었고요, 그거 아래 수업혁신, 교실혁신, 학교혁신 등 다양한 혁신 관련된 키워드들이 많이 있었습니다. 그리고 다양성 교육에 매진하시겠다, 뿐만 아니라 진로교육·창의체험활동·미래교육 등등 보기에는 정말 다양하고 상당히 매력적인 사업들이 많이 있는데요. 하지만 본 위원은 여러 차례 주장했듯이 정규 학교교육에서 정규 교과과정을 충실히만 이수한다면 이 모든 것들이 자동적으로 학생들에게 학습되고 체득되리라고 하는 그런 생각을 가지고 있습니다. 그래서 현재 추진하고 있는 다양하고 매력적인 사업들이 진행이 되고 있지만 오히려 이것들을 적극적으로 추진하기보다는 우리 아이들의 국어, 수학, 과학, 사회 등 교수학습에 충실도를 기하는 데 최선의 노력을 다한다면 이 모든 것들이 따라오지 않을까 생각하고 있는데 교육감님 생각이 어떠신지 묻고 싶습니다.",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,교육감 조희연,20,"100% 공감하는 말씀이고요 실제 학종에서 교과와 비교과 부분도 사실은 비교과 활동도 교과과정 속에 융해된 교육과정이어야 가장 효과적이라고 하는 판단이 있습니다. 그게 분리되어서 나타날 때는 여러 가지 문제가 있기 때문에 저희도 여러 가지 정책을 하면서 그게 외재적인, 교육과정 외부의 외재적인 걸로 작동하지 않도록 하는 데 관심이 있습니다. 그래서 그것에 동의를 하고 그런 방향의 노력하겠다는 말씀을 드립니다.",교육감
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,김경 위원,21,"제가 이거랑 관련해서 지난 7월 16일 임시회 때 질의를 드렸습니다. 그때 제가 드린 질의가 교육감님 공약에 보면 7개 약속, 그다음에 35개의 과제로 인해서 교사가 수업을 제대로 못 하지 않겠느냐, 그래서 공약이 아니라 진정으로 학교에 무엇을 해 줄 수 있는지, 실질적인 수업에 도움이 어떤 것이 되는지, 이런 것이 중요하다고 제가 말씀드렸을 때 교육감님께서 공약을 집행하는 데 있어서 선생님들이 결과적으로 시간을 뺏겨서 교수학습에 충실하게 되지 않는 그런 문제들이 있다, 또한 서울형혁신교육지구 사업처럼 예산을 많이 투입 했는데도 실제 결과가 없어서 그런 것에 대한 여러 가지 비판점들이 있다고 하면서 실제적으로 어떤 결과물이 도출될 수 있도록 방안을 강구하겠다는 답변을 들었었습니다. 혹시 그에 관련된 방안이 강구된 것이 있나요?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,교육감 조희연,22,"짧은 기간에, 혁신교육지구 같은 걸 예로 말씀드리면, 며칠 전에 조선일보에도 한 번 보도가 됐는데요 도봉, 노원 쪽에 있는 분들이 자발적으로 학교에서 학생들이 한 문화예술동아리 활동을 발표하고 공유하는 장을 지역의 교육계 인사들이 20년째 만들어 준 기사 같은 게 있습니다. 그래서 혁신교육지구 같은 것들도 바깥에서 또 다른 활동을 하는 의미보다는 학교하고 협력하는 프로그램, 그리고 학교에서의 교육과정의 성과가 마을에 공유되고 학교 간에 공유되는 마당을 만들어주는 방식, 학교를 지원하는 방식으로 하자, 저희가 이렇게 생각을 하고요. 말씀하신 부분은 저희는 이렇게 생각을 하고 있습니다. 사실은 저희가 올해만 해도 정책사업을 한 160개를 줄였습니다. 그런 정책사업 축소의 방향에서, 부분적으로는 솔직히 일부 새로운 사업이, 제가 2기 공약을 하게 되면서 추가되는 부분이 있습니다. 그래서 전체적으로는 기존의 사업들을 축소시켜 가는, 그리고 새로운 사업들을 최대한 압축하는, 제가 2기기 때문에 가능하면 최대한 압축하고 최소로 하는 방향으로 공약 정책화를 해서 다다음주나 다음주나 발표가 될 거 같은데 그렇게 작업을 하고 있습니다.",교육감
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,김경 위원,23,"혁신교육지구의 그 많은 예산들이 실제적으로 잘 성과를 낼 수 있도록 운영되는 것의 문제지만 또 혁신교육지구가 결국은 마을이랑 결합해서 여러 가지 활동을 진행하는 건데 또 마을형 학교사업도 있단 말이지요. 그거랑 그거랑 중복되는 사업이고, 그것이 실제적으로 결과물을 내고 리포트하기에 바쁘고 그런…….",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,교육감 조희연,24,"네, 저희가 아까 말한 혁신교육지구 2기 지평을 열어야 되는 데는 그 지점이 있습니다. 학교교육과정과 연계해서 혁신교육지구사업이 다양하게 전개되도록 하는 게 2기의 과제인데 그 구체적 방법은 어차피 내년부터 실시되는 혁신교육지구 사업에서 구체화될 것 같습니다.",교육감
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,김경 위원,25,구체적인 대안을 기다리고 있겠습니다.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,교육감 조희연,26,네.,교육감
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(1)",2018.11.02 금요일,위원장 장인홍,27,수고하셨습니다. 다음은 권순선 위원님 질의해 주시기 바랍니다.,위원장
