회의록구분,대수,회의구분,위원회,회수,피감사기관,회의일자,발언자,발언순번,발언내용,기관구분
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,교육감 조희연,11,알겠습니다.,교육감
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,위원장 최기찬,12,또 위원님들 자료요청하실 분 안 계십니까? 김용연 부위원장님.,위원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,김용연 위원,13,"공립유치원 매입할 때 필요한 서류 중의 하나가 건축물 안전진단보고서가 들어와야 되는데 제가 지원관을 통해서 자료요청을 했는데도 그 부분에 대해서 아직 자료가 안 들어와 있네요. 그래서 2019년, 그다음에 올해 2년 동안 유치원 매입, 기존 건축물이죠. 그러니까 사립유치원 매입한 유치원에 대한 안전진단보고서 주시기 바랍니다.",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,교육감 조희연,14,네.,교육감
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,김용연 위원,15,이상입니다.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,위원장 최기찬,16,다른 위원님들 계십니까? 양민규 위원님.,위원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,양민규 위원,17,양민규 위원입니다. 긴급으로 자료요청을 드린 부분들이 있어요. 유치원과 관련해서도 자료를 요청드렸고요 그다음에 학교보건실의 구매 용품과 관련해서도 요청을 드렸습니다. 기타 등등 자료들을 긴급으로 꽤 많이 요청했는데 빨리 주시길 부탁드립니다.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,교육감 조희연,18,네.,교육감
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,위원장 최기찬,19,다른 위원님들 추가 더 계십니까? (응답하는 위원 없음) 없는 것으로 하겠습니다. 그러면 질의순서는 간담회장에서 논의했던 것처럼 김용연 부위원장님부터 질의하도록 하겠습니다.,위원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,김용연 위원,20,"5분, 5분 안에?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,위원장 최기찬,21,5분 안에.,위원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,김용연 위원,22,"질의시간이 5분이에요, 질의답변 합해서 5분이에요?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,위원장 최기찬,23,"질의시간 5분, 답변은 별도로…….",위원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,김용연 위원,24,"그래요. 조희연 교육감님 반갑습니다. 제가 첫 번째로 교육감님께 질의하는데 굉장히 설렙니다. 부산광역시, 대구광역시, 경상남도, 그다음에 서울시 이 4개 교육청을 얘기드렸는데요. 서울시를 제외한 부산, 대구, 경상남도 교육감님이 혹여나 보수 계층의 교육감님이십니까?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,교육감 조희연,25,"그렇게 구분하기는 그렇습니다만 아무래도 대구, 경북 이렇게…….",교육감
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,김용연 위원,26,잘 알고 계시네요.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,교육감 조희연,27,부산은 오히려 과거 민주노동당 경력도 있습니다.,교육감
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,김용연 위원,28,"그렇군요. 제가 왜 이 말씀을 드리냐면 유치원 무상급식 도입에 대해서 교육감님께 건의를 드리고자 말씀을 드리는 겁니다. 가까운 경기도, 인천광역시, 경기도 같은 경우에는 도입시기가 2011년입니다. 그다음에 인천광역시는 작년 2019년에 100% 무상급식으로 돌아섰습니다. 하물며 우리 조희연 교육감님께서 교육계 선두주자로 그중에서도 진보의 선두주자로 계시는 교육감님께서 엊그제 입학지원금 발표한 내용 제가 알고 있습니다만 참 좋은 그런 효과라고 저는 봅니다. 무상급식에 대해서 교육감님 의견을 말씀해 주시기 바랍니다.",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,교육감 조희연,29,"지금 김 위원님 말씀하신 대로 유치원 무상교육, 유치원 무상급식도 제가 작년, 재작년에 고교무상급식 부분을 선도적으로 했었는데요. 그래서 지금 법적으로도 무상의 범위는 다를 수 있겠습니다만 일단 유치원 급식 자체를 공공급식체계로 완벽히 재정리하고 그리고 영양교사나 영양사, 조리종사원의 말하자면 체계적인 배치 등을 통해서 안전한 유치원 급식 체계를 갖춰야 된다는 것이 저희가 갖고 있는 생각입니다. 그래서 그 부분에 대해서 내년부터는 영양교사나 영양사 배치문제도 현실적으로 쟁점이 돼있습니다. 그래서 저희가 그동안 준비해 본 바가 있기 때문에 포괄적으로 유치원 공공급식의 전반적인 계획을 발표하고 단계적으로 실시하는데, 저희가 일단은 2021년부터 2023년까지 유치원 안심급식기반 구축을 하고 2023년 이후 무상급식비를 단계적으로 확대하는 일단 그 정도 계획은 갖고 있는데 아무래도 김 위원님, 조금 더 신속하게 이 문제를 처리하라는 요청으로 알고 노력하도록 하겠습니다.",교육감
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,김용연 위원,30,잘 이해됐습니다. 시간을 답변시간까지 5분 안에 다 해야 돼요?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,위원장 최기찬,31,네. 우리 열세 분 위원님들이 계셔서 5분씩이면 한 시간이 넘어갑니다. 죄송합니다. 보충할 것이 있으면 추가시간을 요청하십시오.,위원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,김용연 위원,32,"시간이 다 소비됐어요. 한 1분만 더 주세요. 교육감님, 오늘 이 자리에 계시고 이석하면 이런 말씀을 못 드릴 것 같아서 제가 다시 한번 두 번째, 저희 지역 현안인데 우리 서울시에서 시행하는 SH에서 시공하고 있는 문화복지시설 어울림플라자 아시죠?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,교육감 조희연,33,네.,교육감
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,김용연 위원,34,어제 시청 앞에서 장애인연대 시위하는 내용도 알고 계시고요?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청, 교육연구정보원(1)",2020.11.03 화요일,교육감 조희연,35,네.,교육감
